"date_key","full_date","date_name","date_name_us","date_name_eu","day_of_week","day_name_of_week","day_of_month","day_of_year","weekday_weekend","week_of_year","month_name","month_of_year","is_last_day_of_month","calendar_quarter","calendar_year","calendar_year_month","calendar_year_qtr","fiscal_month_of_year","fiscal_quarter","fiscal_year","fiscal_year_month","fiscal_year_qtr"
"20070124","2007-01-24","2007/01/24","01/24/2007","24/01/2007","4","Wednesday","24","24","Weekday","4","January","1","N","1","2007","2007-01","2007Q1","1","1","2007","2007-01","2007Q1"
"20070125","2007-01-25","2007/01/25","01/25/2007","25/01/2007","5","Thursday","25","25","Weekday","4","January","1","N","1","2007","2007-01","2007Q1","1","1","2007","2007-01","2007Q1"
"20070126","2007-01-26","2007/01/26","01/26/2007","26/01/2007","6","Friday","26","26","Weekday","4","January","1","N","1","2007","2007-01","2007Q1","1","1","2007","2007-01","2007Q1"
"20070127","2007-01-27","2007/01/27","01/27/2007","27/01/2007","7","Saturday","27","27","Weekend","4","January","1","N","1","2007","2007-01","2007Q1","1","1","2007","2007-01","2007Q1"
"20070128","2007-01-28","2007/01/28","01/28/2007","28/01/2007","1","Sunday","28","28","Weekend","4","January","1","N","1","2007","2007-01","2007Q1","1","1","2007","2007-01","2007Q1"
"20070129","2007-01-29","2007/01/29","01/29/2007","29/01/2007","2","Monday","29","29","Weekday","5","January","1","N","1","2007","2007-01","2007Q1","1","1","2007","2007-01","2007Q1"
"20070130","2007-01-30","2007/01/30","01/30/2007","30/01/2007","3","Tuesday","30","30","Weekday","5","January","1","N","1","2007","2007-01","2007Q1","1","1","2007","2007-01","2007Q1"
"20070131","2007-01-31","2007/01/31","01/31/2007","31/01/2007","4","Wednesday","31","31","Weekday","5","January","1","Y","1","2007","2007-01","2007Q1","1","1","2007","2007-01","2007Q1"
"20070201","2007-02-01","2007/02/01","02/01/2007","01/02/2007","5","Thursday","1","32","Weekday","5","February","2","N","1","2007","2007-02","2007Q1","2","1","2007","2007-02","2007Q1"
"20070202","2007-02-02","2007/02/02","02/02/2007","02/02/2007","6","Friday","2","33","Weekday","5","February","2","N","1","2007","2007-02","2007Q1","2","1","2007","2007-02","2007Q1"
"20070203","2007-02-03","2007/02/03","02/03/2007","03/02/2007","7","Saturday","3","34","Weekend","5","February","2","N","1","2007","2007-02","2007Q1","2","1","2007","2007-02","2007Q1"
"20070204","2007-02-04","2007/02/04","02/04/2007","04/02/2007","1","Sunday","4","35","Weekend","5","February","2","N","1","2007","2007-02","2007Q1","2","1","2007","2007-02","2007Q1"
"20070205","2007-02-05","2007/02/05","02/05/2007","05/02/2007","2","Monday","5","36","Weekday","6","February","2","N","1","2007","2007-02","2007Q1","2","1","2007","2007-02","2007Q1"
"20070206","2007-02-06","2007/02/06","02/06/2007","06/02/2007","3","Tuesday","6","37","Weekday","6","February","2","N","1","2007","2007-02","2007Q1","2","1","2007","2007-02","2007Q1"
"20070207","2007-02-07","2007/02/07","02/07/2007","07/02/2007","4","Wednesday","7","38","Weekday","6","February","2","N","1","2007","2007-02","2007Q1","2","1","2007","2007-02","2007Q1"
"20070208","2007-02-08","2007/02/08","02/08/2007","08/02/2007","5","Thursday","8","39","Weekday","6","February","2","N","1","2007","2007-02","2007Q1","2","1","2007","2007-02","2007Q1"
"20070209","2007-02-09","2007/02/09","02/09/2007","09/02/2007","6","Friday","9","40","Weekday","6","February","2","N","1","2007","2007-02","2007Q1","2","1","2007","2007-02","2007Q1"
"20070210","2007-02-10","2007/02/10","02/10/2007","10/02/2007","7","Saturday","10","41","Weekend","6","February","2","N","1","2007","2007-02","2007Q1","2","1","2007","2007-02","2007Q1"
"20070211","2007-02-11","2007/02/11","02/11/2007","11/02/2007","1","Sunday","11","42","Weekend","6","February","2","N","1","2007","2007-02","2007Q1","2","1","2007","2007-02","2007Q1"
"20070212","2007-02-12","2007/02/12","02/12/2007","12/02/2007","2","Monday","12","43","Weekday","7","February","2","N","1","2007","2007-02","2007Q1","2","1","2007","2007-02","2007Q1"
"20070213","2007-02-13","2007/02/13","02/13/2007","13/02/2007","3","Tuesday","13","44","Weekday","7","February","2","N","1","2007","2007-02","2007Q1","2","1","2007","2007-02","2007Q1"
"20070214","2007-02-14","2007/02/14","02/14/2007","14/02/2007","4","Wednesday","14","45","Weekday","7","February","2","N","1","2007","2007-02","2007Q1","2","1","2007","2007-02","2007Q1"
"20070215","2007-02-15","2007/02/15","02/15/2007","15/02/2007","5","Thursday","15","46","Weekday","7","February","2","N","1","2007","2007-02","2007Q1","2","1","2007","2007-02","2007Q1"
"20070216","2007-02-16","2007/02/16","02/16/2007","16/02/2007","6","Friday","16","47","Weekday","7","February","2","N","1","2007","2007-02","2007Q1","2","1","2007","2007-02","2007Q1"
"20070217","2007-02-17","2007/02/17","02/17/2007","17/02/2007","7","Saturday","17","48","Weekend","7","February","2","N","1","2007","2007-02","2007Q1","2","1","2007","2007-02","2007Q1"
"20070218","2007-02-18","2007/02/18","02/18/2007","18/02/2007","1","Sunday","18","49","Weekend","7","February","2","N","1","2007","2007-02","2007Q1","2","1","2007","2007-02","2007Q1"
"20070219","2007-02-19","2007/02/19","02/19/2007","19/02/2007","2","Monday","19","50","Weekday","8","February","2","N","1","2007","2007-02","2007Q1","2","1","2007","2007-02","2007Q1"
"20070220","2007-02-20","2007/02/20","02/20/2007","20/02/2007","3","Tuesday","20","51","Weekday","8","February","2","N","1","2007","2007-02","2007Q1","2","1","2007","2007-02","2007Q1"
"20070221","2007-02-21","2007/02/21","02/21/2007","21/02/2007","4","Wednesday","21","52","Weekday","8","February","2","N","1","2007","2007-02","2007Q1","2","1","2007","2007-02","2007Q1"
"20070222","2007-02-22","2007/02/22","02/22/2007","22/02/2007","5","Thursday","22","53","Weekday","8","February","2","N","1","2007","2007-02","2007Q1","2","1","2007","2007-02","2007Q1"
"20070223","2007-02-23","2007/02/23","02/23/2007","23/02/2007","6","Friday","23","54","Weekday","8","February","2","N","1","2007","2007-02","2007Q1","2","1","2007","2007-02","2007Q1"
"20070224","2007-02-24","2007/02/24","02/24/2007","24/02/2007","7","Saturday","24","55","Weekend","8","February","2","N","1","2007","2007-02","2007Q1","2","1","2007","2007-02","2007Q1"
"20070225","2007-02-25","2007/02/25","02/25/2007","25/02/2007","1","Sunday","25","56","Weekend","8","February","2","N","1","2007","2007-02","2007Q1","2","1","2007","2007-02","2007Q1"
"20070226","2007-02-26","2007/02/26","02/26/2007","26/02/2007","2","Monday","26","57","Weekday","9","February","2","N","1","2007","2007-02","2007Q1","2","1","2007","2007-02","2007Q1"
"20070227","2007-02-27","2007/02/27","02/27/2007","27/02/2007","3","Tuesday","27","58","Weekday","9","February","2","N","1","2007","2007-02","2007Q1","2","1","2007","2007-02","2007Q1"
"20070228","2007-02-28","2007/02/28","02/28/2007","28/02/2007","4","Wednesday","28","59","Weekday","9","February","2","Y","1","2007","2007-02","2007Q1","2","1","2007","2007-02","2007Q1"
"20070301","2007-03-01","2007/03/01","03/01/2007","01/03/2007","5","Thursday","1","60","Weekday","9","March","3","N","1","2007","2007-03","2007Q1","3","1","2007","2007-03","2007Q1"
"20070302","2007-03-02","2007/03/02","03/02/2007","02/03/2007","6","Friday","2","61","Weekday","9","March","3","N","1","2007","2007-03","2007Q1","3","1","2007","2007-03","2007Q1"
"20070303","2007-03-03","2007/03/03","03/03/2007","03/03/2007","7","Saturday","3","62","Weekend","9","March","3","N","1","2007","2007-03","2007Q1","3","1","2007","2007-03","2007Q1"
"20070304","2007-03-04","2007/03/04","03/04/2007","04/03/2007","1","Sunday","4","63","Weekend","9","March","3","N","1","2007","2007-03","2007Q1","3","1","2007","2007-03","2007Q1"
"20070305","2007-03-05","2007/03/05","03/05/2007","05/03/2007","2","Monday","5","64","Weekday","10","March","3","N","1","2007","2007-03","2007Q1","3","1","2007","2007-03","2007Q1"
"20070306","2007-03-06","2007/03/06","03/06/2007","06/03/2007","3","Tuesday","6","65","Weekday","10","March","3","N","1","2007","2007-03","2007Q1","3","1","2007","2007-03","2007Q1"
"20070307","2007-03-07","2007/03/07","03/07/2007","07/03/2007","4","Wednesday","7","66","Weekday","10","March","3","N","1","2007","2007-03","2007Q1","3","1","2007","2007-03","2007Q1"
"20070308","2007-03-08","2007/03/08","03/08/2007","08/03/2007","5","Thursday","8","67","Weekday","10","March","3","N","1","2007","2007-03","2007Q1","3","1","2007","2007-03","2007Q1"
"20070309","2007-03-09","2007/03/09","03/09/2007","09/03/2007","6","Friday","9","68","Weekday","10","March","3","N","1","2007","2007-03","2007Q1","3","1","2007","2007-03","2007Q1"
"20070310","2007-03-10","2007/03/10","03/10/2007","10/03/2007","7","Saturday","10","69","Weekend","10","March","3","N","1","2007","2007-03","2007Q1","3","1","2007","2007-03","2007Q1"
"20070311","2007-03-11","2007/03/11","03/11/2007","11/03/2007","1","Sunday","11","70","Weekend","10","March","3","N","1","2007","2007-03","2007Q1","3","1","2007","2007-03","2007Q1"
"20070312","2007-03-12","2007/03/12","03/12/2007","12/03/2007","2","Monday","12","71","Weekday","11","March","3","N","1","2007","2007-03","2007Q1","3","1","2007","2007-03","2007Q1"
"20070313","2007-03-13","2007/03/13","03/13/2007","13/03/2007","3","Tuesday","13","72","Weekday","11","March","3","N","1","2007","2007-03","2007Q1","3","1","2007","2007-03","2007Q1"
"20070314","2007-03-14","2007/03/14","03/14/2007","14/03/2007","4","Wednesday","14","73","Weekday","11","March","3","N","1","2007","2007-03","2007Q1","3","1","2007","2007-03","2007Q1"
"20070315","2007-03-15","2007/03/15","03/15/2007","15/03/2007","5","Thursday","15","74","Weekday","11","March","3","N","1","2007","2007-03","2007Q1","3","1","2007","2007-03","2007Q1"
"20070316","2007-03-16","2007/03/16","03/16/2007","16/03/2007","6","Friday","16","75","Weekday","11","March","3","N","1","2007","2007-03","2007Q1","3","1","2007","2007-03","2007Q1"
"20070317","2007-03-17","2007/03/17","03/17/2007","17/03/2007","7","Saturday","17","76","Weekend","11","March","3","N","1","2007","2007-03","2007Q1","3","1","2007","2007-03","2007Q1"
"20070318","2007-03-18","2007/03/18","03/18/2007","18/03/2007","1","Sunday","18","77","Weekend","11","March","3","N","1","2007","2007-03","2007Q1","3","1","2007","2007-03","2007Q1"
"20070319","2007-03-19","2007/03/19","03/19/2007","19/03/2007","2","Monday","19","78","Weekday","12","March","3","N","1","2007","2007-03","2007Q1","3","1","2007","2007-03","2007Q1"
"20070320","2007-03-20","2007/03/20","03/20/2007","20/03/2007","3","Tuesday","20","79","Weekday","12","March","3","N","1","2007","2007-03","2007Q1","3","1","2007","2007-03","2007Q1"
"20070321","2007-03-21","2007/03/21","03/21/2007","21/03/2007","4","Wednesday","21","80","Weekday","12","March","3","N","1","2007","2007-03","2007Q1","3","1","2007","2007-03","2007Q1"
"20070322","2007-03-22","2007/03/22","03/22/2007","22/03/2007","5","Thursday","22","81","Weekday","12","March","3","N","1","2007","2007-03","2007Q1","3","1","2007","2007-03","2007Q1"
"20070323","2007-03-23","2007/03/23","03/23/2007","23/03/2007","6","Friday","23","82","Weekday","12","March","3","N","1","2007","2007-03","2007Q1","3","1","2007","2007-03","2007Q1"
"20070324","2007-03-24","2007/03/24","03/24/2007","24/03/2007","7","Saturday","24","83","Weekend","12","March","3","N","1","2007","2007-03","2007Q1","3","1","2007","2007-03","2007Q1"
"20070325","2007-03-25","2007/03/25","03/25/2007","25/03/2007","1","Sunday","25","84","Weekend","12","March","3","N","1","2007","2007-03","2007Q1","3","1","2007","2007-03","2007Q1"
"20070326","2007-03-26","2007/03/26","03/26/2007","26/03/2007","2","Monday","26","85","Weekday","13","March","3","N","1","2007","2007-03","2007Q1","3","1","2007","2007-03","2007Q1"
"20070327","2007-03-27","2007/03/27","03/27/2007","27/03/2007","3","Tuesday","27","86","Weekday","13","March","3","N","1","2007","2007-03","2007Q1","3","1","2007","2007-03","2007Q1"
"20070328","2007-03-28","2007/03/28","03/28/2007","28/03/2007","4","Wednesday","28","87","Weekday","13","March","3","N","1","2007","2007-03","2007Q1","3","1","2007","2007-03","2007Q1"
"20070329","2007-03-29","2007/03/29","03/29/2007","29/03/2007","5","Thursday","29","88","Weekday","13","March","3","N","1","2007","2007-03","2007Q1","3","1","2007","2007-03","2007Q1"
"20070330","2007-03-30","2007/03/30","03/30/2007","30/03/2007","6","Friday","30","89","Weekday","13","March","3","N","1","2007","2007-03","2007Q1","3","1","2007","2007-03","2007Q1"
"20070331","2007-03-31","2007/03/31","03/31/2007","31/03/2007","7","Saturday","31","90","Weekend","13","March","3","Y","1","2007","2007-03","2007Q1","3","1","2007","2007-03","2007Q1"
"20070401","2007-04-01","2007/04/01","04/01/2007","01/04/2007","1","Sunday","1","91","Weekend","13","April","4","N","2","2007","2007-04","2007Q2","4","2","2007","2007-04","2007Q2"
"20070402","2007-04-02","2007/04/02","04/02/2007","02/04/2007","2","Monday","2","92","Weekday","14","April","4","N","2","2007","2007-04","2007Q2","4","2","2007","2007-04","2007Q2"
"20070403","2007-04-03","2007/04/03","04/03/2007","03/04/2007","3","Tuesday","3","93","Weekday","14","April","4","N","2","2007","2007-04","2007Q2","4","2","2007","2007-04","2007Q2"
"20070404","2007-04-04","2007/04/04","04/04/2007","04/04/2007","4","Wednesday","4","94","Weekday","14","April","4","N","2","2007","2007-04","2007Q2","4","2","2007","2007-04","2007Q2"
"20070405","2007-04-05","2007/04/05","04/05/2007","05/04/2007","5","Thursday","5","95","Weekday","14","April","4","N","2","2007","2007-04","2007Q2","4","2","2007","2007-04","2007Q2"
"20070406","2007-04-06","2007/04/06","04/06/2007","06/04/2007","6","Friday","6","96","Weekday","14","April","4","N","2","2007","2007-04","2007Q2","4","2","2007","2007-04","2007Q2"
"20070407","2007-04-07","2007/04/07","04/07/2007","07/04/2007","7","Saturday","7","97","Weekend","14","April","4","N","2","2007","2007-04","2007Q2","4","2","2007","2007-04","2007Q2"
"20070408","2007-04-08","2007/04/08","04/08/2007","08/04/2007","1","Sunday","8","98","Weekend","14","April","4","N","2","2007","2007-04","2007Q2","4","2","2007","2007-04","2007Q2"
"20070409","2007-04-09","2007/04/09","04/09/2007","09/04/2007","2","Monday","9","99","Weekday","15","April","4","N","2","2007","2007-04","2007Q2","4","2","2007","2007-04","2007Q2"
"20070410","2007-04-10","2007/04/10","04/10/2007","10/04/2007","3","Tuesday","10","100","Weekday","15","April","4","N","2","2007","2007-04","2007Q2","4","2","2007","2007-04","2007Q2"
"20070411","2007-04-11","2007/04/11","04/11/2007","11/04/2007","4","Wednesday","11","101","Weekday","15","April","4","N","2","2007","2007-04","2007Q2","4","2","2007","2007-04","2007Q2"
"20070412","2007-04-12","2007/04/12","04/12/2007","12/04/2007","5","Thursday","12","102","Weekday","15","April","4","N","2","2007","2007-04","2007Q2","4","2","2007","2007-04","2007Q2"
"20070413","2007-04-13","2007/04/13","04/13/2007","13/04/2007","6","Friday","13","103","Weekday","15","April","4","N","2","2007","2007-04","2007Q2","4","2","2007","2007-04","2007Q2"
"20070414","2007-04-14","2007/04/14","04/14/2007","14/04/2007","7","Saturday","14","104","Weekend","15","April","4","N","2","2007","2007-04","2007Q2","4","2","2007","2007-04","2007Q2"
"20070415","2007-04-15","2007/04/15","04/15/2007","15/04/2007","1","Sunday","15","105","Weekend","15","April","4","N","2","2007","2007-04","2007Q2","4","2","2007","2007-04","2007Q2"
"20070416","2007-04-16","2007/04/16","04/16/2007","16/04/2007","2","Monday","16","106","Weekday","16","April","4","N","2","2007","2007-04","2007Q2","4","2","2007","2007-04","2007Q2"
"20070417","2007-04-17","2007/04/17","04/17/2007","17/04/2007","3","Tuesday","17","107","Weekday","16","April","4","N","2","2007","2007-04","2007Q2","4","2","2007","2007-04","2007Q2"
"20070418","2007-04-18","2007/04/18","04/18/2007","18/04/2007","4","Wednesday","18","108","Weekday","16","April","4","N","2","2007","2007-04","2007Q2","4","2","2007","2007-04","2007Q2"
"20070419","2007-04-19","2007/04/19","04/19/2007","19/04/2007","5","Thursday","19","109","Weekday","16","April","4","N","2","2007","2007-04","2007Q2","4","2","2007","2007-04","2007Q2"
"20070420","2007-04-20","2007/04/20","04/20/2007","20/04/2007","6","Friday","20","110","Weekday","16","April","4","N","2","2007","2007-04","2007Q2","4","2","2007","2007-04","2007Q2"
"20070421","2007-04-21","2007/04/21","04/21/2007","21/04/2007","7","Saturday","21","111","Weekend","16","April","4","N","2","2007","2007-04","2007Q2","4","2","2007","2007-04","2007Q2"
"20070422","2007-04-22","2007/04/22","04/22/2007","22/04/2007","1","Sunday","22","112","Weekend","16","April","4","N","2","2007","2007-04","2007Q2","4","2","2007","2007-04","2007Q2"
"20070423","2007-04-23","2007/04/23","04/23/2007","23/04/2007","2","Monday","23","113","Weekday","17","April","4","N","2","2007","2007-04","2007Q2","4","2","2007","2007-04","2007Q2"
"20070424","2007-04-24","2007/04/24","04/24/2007","24/04/2007","3","Tuesday","24","114","Weekday","17","April","4","N","2","2007","2007-04","2007Q2","4","2","2007","2007-04","2007Q2"
"20070425","2007-04-25","2007/04/25","04/25/2007","25/04/2007","4","Wednesday","25","115","Weekday","17","April","4","N","2","2007","2007-04","2007Q2","4","2","2007","2007-04","2007Q2"
"20070426","2007-04-26","2007/04/26","04/26/2007","26/04/2007","5","Thursday","26","116","Weekday","17","April","4","N","2","2007","2007-04","2007Q2","4","2","2007","2007-04","2007Q2"
"20070427","2007-04-27","2007/04/27","04/27/2007","27/04/2007","6","Friday","27","117","Weekday","17","April","4","N","2","2007","2007-04","2007Q2","4","2","2007","2007-04","2007Q2"
"20070428","2007-04-28","2007/04/28","04/28/2007","28/04/2007","7","Saturday","28","118","Weekend","17","April","4","N","2","2007","2007-04","2007Q2","4","2","2007","2007-04","2007Q2"
"20070429","2007-04-29","2007/04/29","04/29/2007","29/04/2007","1","Sunday","29","119","Weekend","17","April","4","N","2","2007","2007-04","2007Q2","4","2","2007","2007-04","2007Q2"
"20070430","2007-04-30","2007/04/30","04/30/2007","30/04/2007","2","Monday","30","120","Weekday","18","April","4","Y","2","2007","2007-04","2007Q2","4","2","2007","2007-04","2007Q2"
"20070501","2007-05-01","2007/05/01","05/01/2007","01/05/2007","3","Tuesday","1","121","Weekday","18","May","5","N","2","2007","2007-05","2007Q2","5","2","2007","2007-05","2007Q2"
"20070502","2007-05-02","2007/05/02","05/02/2007","02/05/2007","4","Wednesday","2","122","Weekday","18","May","5","N","2","2007","2007-05","2007Q2","5","2","2007","2007-05","2007Q2"
"20070503","2007-05-03","2007/05/03","05/03/2007","03/05/2007","5","Thursday","3","123","Weekday","18","May","5","N","2","2007","2007-05","2007Q2","5","2","2007","2007-05","2007Q2"
"20070504","2007-05-04","2007/05/04","05/04/2007","04/05/2007","6","Friday","4","124","Weekday","18","May","5","N","2","2007","2007-05","2007Q2","5","2","2007","2007-05","2007Q2"
"20070505","2007-05-05","2007/05/05","05/05/2007","05/05/2007","7","Saturday","5","125","Weekend","18","May","5","N","2","2007","2007-05","2007Q2","5","2","2007","2007-05","2007Q2"
"20070506","2007-05-06","2007/05/06","05/06/2007","06/05/2007","1","Sunday","6","126","Weekend","18","May","5","N","2","2007","2007-05","2007Q2","5","2","2007","2007-05","2007Q2"
"20070507","2007-05-07","2007/05/07","05/07/2007","07/05/2007","2","Monday","7","127","Weekday","19","May","5","N","2","2007","2007-05","2007Q2","5","2","2007","2007-05","2007Q2"
"20070508","2007-05-08","2007/05/08","05/08/2007","08/05/2007","3","Tuesday","8","128","Weekday","19","May","5","N","2","2007","2007-05","2007Q2","5","2","2007","2007-05","2007Q2"
"20070509","2007-05-09","2007/05/09","05/09/2007","09/05/2007","4","Wednesday","9","129","Weekday","19","May","5","N","2","2007","2007-05","2007Q2","5","2","2007","2007-05","2007Q2"
"20070510","2007-05-10","2007/05/10","05/10/2007","10/05/2007","5","Thursday","10","130","Weekday","19","May","5","N","2","2007","2007-05","2007Q2","5","2","2007","2007-05","2007Q2"
"20070511","2007-05-11","2007/05/11","05/11/2007","11/05/2007","6","Friday","11","131","Weekday","19","May","5","N","2","2007","2007-05","2007Q2","5","2","2007","2007-05","2007Q2"
"20070512","2007-05-12","2007/05/12","05/12/2007","12/05/2007","7","Saturday","12","132","Weekend","19","May","5","N","2","2007","2007-05","2007Q2","5","2","2007","2007-05","2007Q2"
"20070513","2007-05-13","2007/05/13","05/13/2007","13/05/2007","1","Sunday","13","133","Weekend","19","May","5","N","2","2007","2007-05","2007Q2","5","2","2007","2007-05","2007Q2"
"20070514","2007-05-14","2007/05/14","05/14/2007","14/05/2007","2","Monday","14","134","Weekday","20","May","5","N","2","2007","2007-05","2007Q2","5","2","2007","2007-05","2007Q2"
"20070515","2007-05-15","2007/05/15","05/15/2007","15/05/2007","3","Tuesday","15","135","Weekday","20","May","5","N","2","2007","2007-05","2007Q2","5","2","2007","2007-05","2007Q2"
"20070516","2007-05-16","2007/05/16","05/16/2007","16/05/2007","4","Wednesday","16","136","Weekday","20","May","5","N","2","2007","2007-05","2007Q2","5","2","2007","2007-05","2007Q2"
"20070517","2007-05-17","2007/05/17","05/17/2007","17/05/2007","5","Thursday","17","137","Weekday","20","May","5","N","2","2007","2007-05","2007Q2","5","2","2007","2007-05","2007Q2"
"20070518","2007-05-18","2007/05/18","05/18/2007","18/05/2007","6","Friday","18","138","Weekday","20","May","5","N","2","2007","2007-05","2007Q2","5","2","2007","2007-05","2007Q2"
"20070519","2007-05-19","2007/05/19","05/19/2007","19/05/2007","7","Saturday","19","139","Weekend","20","May","5","N","2","2007","2007-05","2007Q2","5","2","2007","2007-05","2007Q2"
"20070520","2007-05-20","2007/05/20","05/20/2007","20/05/2007","1","Sunday","20","140","Weekend","20","May","5","N","2","2007","2007-05","2007Q2","5","2","2007","2007-05","2007Q2"
"20070521","2007-05-21","2007/05/21","05/21/2007","21/05/2007","2","Monday","21","141","Weekday","21","May","5","N","2","2007","2007-05","2007Q2","5","2","2007","2007-05","2007Q2"
"20070522","2007-05-22","2007/05/22","05/22/2007","22/05/2007","3","Tuesday","22","142","Weekday","21","May","5","N","2","2007","2007-05","2007Q2","5","2","2007","2007-05","2007Q2"
"20070523","2007-05-23","2007/05/23","05/23/2007","23/05/2007","4","Wednesday","23","143","Weekday","21","May","5","N","2","2007","2007-05","2007Q2","5","2","2007","2007-05","2007Q2"
"20070524","2007-05-24","2007/05/24","05/24/2007","24/05/2007","5","Thursday","24","144","Weekday","21","May","5","N","2","2007","2007-05","2007Q2","5","2","2007","2007-05","2007Q2"
"20070525","2007-05-25","2007/05/25","05/25/2007","25/05/2007","6","Friday","25","145","Weekday","21","May","5","N","2","2007","2007-05","2007Q2","5","2","2007","2007-05","2007Q2"
"20070526","2007-05-26","2007/05/26","05/26/2007","26/05/2007","7","Saturday","26","146","Weekend","21","May","5","N","2","2007","2007-05","2007Q2","5","2","2007","2007-05","2007Q2"
"20070527","2007-05-27","2007/05/27","05/27/2007","27/05/2007","1","Sunday","27","147","Weekend","21","May","5","N","2","2007","2007-05","2007Q2","5","2","2007","2007-05","2007Q2"
"20070528","2007-05-28","2007/05/28","05/28/2007","28/05/2007","2","Monday","28","148","Weekday","22","May","5","N","2","2007","2007-05","2007Q2","5","2","2007","2007-05","2007Q2"
"20070529","2007-05-29","2007/05/29","05/29/2007","29/05/2007","3","Tuesday","29","149","Weekday","22","May","5","N","2","2007","2007-05","2007Q2","5","2","2007","2007-05","2007Q2"
"20070530","2007-05-30","2007/05/30","05/30/2007","30/05/2007","4","Wednesday","30","150","Weekday","22","May","5","N","2","2007","2007-05","2007Q2","5","2","2007","2007-05","2007Q2"
"20070531","2007-05-31","2007/05/31","05/31/2007","31/05/2007","5","Thursday","31","151","Weekday","22","May","5","Y","2","2007","2007-05","2007Q2","5","2","2007","2007-05","2007Q2"
"20070601","2007-06-01","2007/06/01","06/01/2007","01/06/2007","6","Friday","1","152","Weekday","22","June","6","N","2","2007","2007-06","2007Q2","6","2","2007","2007-06","2007Q2"
"20070602","2007-06-02","2007/06/02","06/02/2007","02/06/2007","7","Saturday","2","153","Weekend","22","June","6","N","2","2007","2007-06","2007Q2","6","2","2007","2007-06","2007Q2"
"20070603","2007-06-03","2007/06/03","06/03/2007","03/06/2007","1","Sunday","3","154","Weekend","22","June","6","N","2","2007","2007-06","2007Q2","6","2","2007","2007-06","2007Q2"
"20070604","2007-06-04","2007/06/04","06/04/2007","04/06/2007","2","Monday","4","155","Weekday","23","June","6","N","2","2007","2007-06","2007Q2","6","2","2007","2007-06","2007Q2"
"20070605","2007-06-05","2007/06/05","06/05/2007","05/06/2007","3","Tuesday","5","156","Weekday","23","June","6","N","2","2007","2007-06","2007Q2","6","2","2007","2007-06","2007Q2"
"20070606","2007-06-06","2007/06/06","06/06/2007","06/06/2007","4","Wednesday","6","157","Weekday","23","June","6","N","2","2007","2007-06","2007Q2","6","2","2007","2007-06","2007Q2"
"20070607","2007-06-07","2007/06/07","06/07/2007","07/06/2007","5","Thursday","7","158","Weekday","23","June","6","N","2","2007","2007-06","2007Q2","6","2","2007","2007-06","2007Q2"
"20070608","2007-06-08","2007/06/08","06/08/2007","08/06/2007","6","Friday","8","159","Weekday","23","June","6","N","2","2007","2007-06","2007Q2","6","2","2007","2007-06","2007Q2"
"20070609","2007-06-09","2007/06/09","06/09/2007","09/06/2007","7","Saturday","9","160","Weekend","23","June","6","N","2","2007","2007-06","2007Q2","6","2","2007","2007-06","2007Q2"
"20070610","2007-06-10","2007/06/10","06/10/2007","10/06/2007","1","Sunday","10","161","Weekend","23","June","6","N","2","2007","2007-06","2007Q2","6","2","2007","2007-06","2007Q2"
"20070611","2007-06-11","2007/06/11","06/11/2007","11/06/2007","2","Monday","11","162","Weekday","24","June","6","N","2","2007","2007-06","2007Q2","6","2","2007","2007-06","2007Q2"
"20070612","2007-06-12","2007/06/12","06/12/2007","12/06/2007","3","Tuesday","12","163","Weekday","24","June","6","N","2","2007","2007-06","2007Q2","6","2","2007","2007-06","2007Q2"
"20070613","2007-06-13","2007/06/13","06/13/2007","13/06/2007","4","Wednesday","13","164","Weekday","24","June","6","N","2","2007","2007-06","2007Q2","6","2","2007","2007-06","2007Q2"
"20070614","2007-06-14","2007/06/14","06/14/2007","14/06/2007","5","Thursday","14","165","Weekday","24","June","6","N","2","2007","2007-06","2007Q2","6","2","2007","2007-06","2007Q2"
"20070615","2007-06-15","2007/06/15","06/15/2007","15/06/2007","6","Friday","15","166","Weekday","24","June","6","N","2","2007","2007-06","2007Q2","6","2","2007","2007-06","2007Q2"
"20070616","2007-06-16","2007/06/16","06/16/2007","16/06/2007","7","Saturday","16","167","Weekend","24","June","6","N","2","2007","2007-06","2007Q2","6","2","2007","2007-06","2007Q2"
"20070617","2007-06-17","2007/06/17","06/17/2007","17/06/2007","1","Sunday","17","168","Weekend","24","June","6","N","2","2007","2007-06","2007Q2","6","2","2007","2007-06","2007Q2"
"20070618","2007-06-18","2007/06/18","06/18/2007","18/06/2007","2","Monday","18","169","Weekday","25","June","6","N","2","2007","2007-06","2007Q2","6","2","2007","2007-06","2007Q2"
"20070619","2007-06-19","2007/06/19","06/19/2007","19/06/2007","3","Tuesday","19","170","Weekday","25","June","6","N","2","2007","2007-06","2007Q2","6","2","2007","2007-06","2007Q2"
"20070620","2007-06-20","2007/06/20","06/20/2007","20/06/2007","4","Wednesday","20","171","Weekday","25","June","6","N","2","2007","2007-06","2007Q2","6","2","2007","2007-06","2007Q2"
"20070621","2007-06-21","2007/06/21","06/21/2007","21/06/2007","5","Thursday","21","172","Weekday","25","June","6","N","2","2007","2007-06","2007Q2","6","2","2007","2007-06","2007Q2"
"20070622","2007-06-22","2007/06/22","06/22/2007","22/06/2007","6","Friday","22","173","Weekday","25","June","6","N","2","2007","2007-06","2007Q2","6","2","2007","2007-06","2007Q2"
